ADM4_EN,ADM4_UA,ADM4_RU,ADM4_PCODE,ADM3_EN,ADM3_UA,ADM3_RU,ADM3_PCODE,ADM2_EN,ADM2_UA,ADM2_RU,ADM2_PCODE,ADM1_EN,ADM1_UA,ADM1_RU,ADM1_PCODE,ADM0_EN,ADM0_UA,ADM0_RU,ADM0_PCODE,AREA_SQKM,ADM4_RP_LAT,ADM4_RP_LON,ADM0_CAPITAL,ADM1_CAPITAL,ADM2_CAPITAL,AMD3_CAPITAL,CODETOPO,ADM4_TYPE_EN,ADM4_TYPE_UA,SOV_ID,KOATUU,Minrehion,
Zamostia,Замостя,Замостье,UA7302007005,Vashkivetska,Вашківецька,Вашковецкая,UA7302007,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,3.1723783,48.341112,25.420782,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7320510400,7320510404,UA73020070050039786,
Karapchiv,Карапчів,Карапчов,UA7302007006,Vashkivetska,Вашківецька,Вашковецкая,UA7302007,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,2.42499788,48.323430,25.445247,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7320510400,7320510405,UA73020070060061638,
Sloboda-Banyliv,Слобода-Банилів,Слобода-Банилов,UA7302007007,Vashkivetska,Вашківецька,Вашковецкая,UA7302007,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,1.91393991,48.387393,25.429274,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7320510400,7320585301,UA73020070070019085,
Vyzhnytsia,Вижниця,Вижница,UA7302009001,Vyzhnytska,Вижницька,Вижницкая,UA7302009,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,3.03628222,48.244561,25.183628,,,Y,Y,41100000,City,Mіста,7320510100,7320510100,UA73020090010033414,
Bahna,Багна,Багна,UA7302009002,Vyzhnytska,Вижницька,Вижницкая,UA7302009,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.84861255,48.224192,25.227577,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7320510100,7320510101,UA73020090020039240,
Vyzhenka,Виженка,Виженка,UA7302009003,Vyzhnytska,Вижницька,Вижницкая,UA7302009,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,1.72050186,48.230293,25.174928,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7320510100,7320510102,UA73020090030070452,
Ispas,Іспас,Испас,UA7302009004,Vyzhnytska,Вижницька,Вижницкая,UA7302009,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,5.41003682,48.301867,25.270572,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7320510100,7320510103,UA73020090040050414,
Kybaky,Кибаки,Кибаки,UA7302009005,Vyzhnytska,Вижницька,Вижницкая,UA7302009,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.09404744,48.312343,25.322611,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7320510100,7320510104,UA73020090050046266,
Maidan,Майдан,Майдан,UA7302009006,Vyzhnytska,Вижницька,Вижницкая,UA7302009,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.32672742,48.259372,25.320100,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7320510100,7320510105,UA73020090060082054,
Miliieve,Мілієве,Милиево,UA7302009007,Vyzhnytska,Вижницька,Вижницкая,UA7302009,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,3.29428878,48.333303,25.290661,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7320510100,7320510106,UA73020090070085579,
Serednii Maidan,Середній Майдан,Средний Майдан,UA7302009008,Vyzhnytska,Вижницька,Вижницкая,UA7302009,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.38378223,48.264114,25.340387,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7320510100,7320510107,UA73020090080045974,
Chereshenka,Черешенька,Черешенка,UA7302009009,Vyzhnytska,Вижницька,Вижницкая,UA7302009,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,1.5872552,48.206516,25.284175,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7320510100,7320510108,UA73020090090038310,
Chornohuzy,Чорногузи,Черногузы,UA7302009010,Vyzhnytska,Вижницька,Вижницкая,UA7302009,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,5.25154751,48.263783,25.219306,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7320510100,7320510109,UA73020090100092646,
Koniatyn,Конятин,Конятин,UA7302011001,Koniatynska,Конятинська,Конятинская,UA7302011,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,1.09380984,48.045181,24.945961,,,,Y,42100000,Urban-type settlement,Селища міського типу (СМТ),7323582000,7323582001,UA73020110010042344,
Velykyi Lypovets,Великий Липовець,Великий Липовец,UA7302011002,Koniatynska,Конятинська,Конятинская,UA7302011,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.21991548,48.051452,24.960904,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323582000,7323582002,UA73020110020060046,
Holoshyna,Голошина,Голошина,UA7302011003,Koniatynska,Конятинська,Конятинская,UA7302011,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,2.37565573,47.935752,24.941009,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323582000,7323582004,UA73020110030057985,
Hreblyna,Греблина,Греблина,UA7302011004,Koniatynska,Конятинська,Конятинская,UA7302011,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.25787657,48.081476,24.994692,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323582000,7323582005,UA73020110040030695,
Dovhopillia,Довгопілля,Долгополье,UA7302011005,Koniatynska,Конятинська,Конятинская,UA7302011,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,2.27035306,48.071216,24.985060,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323582000,7323582006,UA73020110050093942,
Plai,Плай,Плай,UA7302011006,Koniatynska,Конятинська,Конятинская,UA7302011,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,1.63865377,47.986487,24.921063,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323582000,7323582007,UA73020110060025227,
Plyta,Плита,Плита,UA7302011007,Koniatynska,Конятинська,Конятинская,UA7302011,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.47578138,48.020177,24.986950,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323582000,7323582008,UA73020110070082241,
Samakova,Самакова,Самакова,UA7302011008,Koniatynska,Конятинська,Конятинская,UA7302011,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.53155624,47.997766,24.970410,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323582000,7323582003,UA73020110080039559,
Stebni,Стебні,Стебни,UA7302011009,Koniatynska,Конятинська,Конятинская,UA7302011,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,1.05489804,48.085367,25.001041,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323582000,7323582009,UA73020110090057289,
Yablunytsia,Яблуниця,Яблоница,UA7302011010,Koniatynska,Конятинська,Конятинская,UA7302011,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,2.06108211,48.028651,24.925126,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323582000,7323582010,UA73020110100088028,
Putyla,Путила,Путила,UA7302013001,Putylska,Путильська,Путильская,UA7302013,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,3.72892482,47.996206,25.084829,,,,Y,41200000,Rural settlement,Сільські населені пункти (СНП),7323555100,7323555100,UA73020130010052686,
Vypchyna,Випчина,Выпчина,UA7302013002,Putylska,Путильська,Путильская,UA7302013,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.12541923,47.898364,25.051377,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323555100,7323585002,UA73020130020053269,
Hreblyna,Греблина,Греблина,UA7302013003,Putylska,Путильська,Путильская,UA7302013,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,1.91914023,48.062739,25.018477,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323555100,7323580502,UA73020130030035874,
Hrobyshche,Гробище,Гробище,UA7302013004,Putylska,Путильська,Путильская,UA7302013,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,1.11125578,48.002336,25.026953,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323555100,7323581502,UA73020130040085097,
Dykhtynets,Дихтинець,Дихтинец,UA7302013005,Putylska,Путильська,Путильская,UA7302013,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,1.55172041,48.044388,25.052378,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323555100,7323580501,UA73020130050030754,
Zamohyla,Замогила,Замогила,UA7302013006,Putylska,Путильська,Путильская,UA7302013,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.36747717,48.036534,25.065858,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323555100,7323580503,UA73020130060071043,
Kyselytsi,Киселиці,Киселицы,UA7302013007,Putylska,Путильська,Путильская,UA7302013,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,1.16937857,48.030324,25.056669,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323555100,7323581501,UA73020130070054790,
Malyi Dykhtynets,Малий Дихтинець,Малый Дихтинец,UA7302013008,Putylska,Путильська,Путильская,UA7302013,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,1.07283518,48.042709,25.032311,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323555100,7323580504,UA73020130080012566,
Parkulyna,Паркулина,Паркулина,UA7302013009,Putylska,Путильська,Путильская,UA7302013,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.73075186,48.003657,25.132727,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323555100,7323555101,UA73020130090010026,
Ploshchi,Площі,Площи,UA7302013010,Putylska,Путильська,Путильская,UA7302013,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.98634672,48.047164,25.073930,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323555100,7323581503,UA73020130100027799,
Poliakivske,Поляківське,Поляковское,UA7302013011,Putylska,Путильська,Путильская,UA7302013,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.49749803,48.014897,25.084430,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323555100,7323581504,UA73020130110076249,
Ryzha,Рижа,Рыжа,UA7302013012,Putylska,Путильська,Путильская,UA7302013,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,1.46331747,47.944046,25.079202,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323555100,7323555102,UA73020130120022726,
Rypen,Рипень,Рипень,UA7302013013,Putylska,Путильська,Путильская,UA7302013,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.12578597,47.932114,25.113754,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323555100,7323585003,UA73020130130054969,
Serhii,Сергії,Сергии,UA7302013014,Putylska,Путильська,Путильская,UA7302013,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.93328084,47.976577,25.125833,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323555100,7323585001,UA73020130140022489,
Sokolii,Соколій,Соколий,UA7302013015,Putylska,Путильська,Путильская,UA7302013,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.67970656,48.025516,25.043473,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323555100,7323581505,UA73020130150088644,
Tesnytska,Тесницька,Тесницкая,UA7302013016,Putylska,Путильська,Путильская,UA7302013,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.2046469,47.982998,25.154046,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323555100,7323585004,UA73020130160081475,
Toraky,Тораки,Тораки,UA7302013017,Putylska,Путильська,Путильская,UA7302013,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.4947176,48.021140,25.070214,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323555100,7323555103,UA73020130170087448,
Foshky,Фошки,Фошки,UA7302013018,Putylska,Путильська,Путильская,UA7302013,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.80427795,47.960783,25.179237,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323555100,7323585005,UA73020130180046381,
Seliatyn,Селятин,Селятин,UA7302015001,Seliatynska,Селятинська,Селятинская,UA7302015,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,1.69272929,47.867310,25.199600,,,,Y,42100000,Urban-type settlement,Селища міського типу (СМТ),7323584500,7323584501,UA73020150010066428,
Andrekivske,Андреківське,Андрековское,UA7302015002,Seliatynska,Селятинська,Селятинская,UA7302015,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.05876161,47.802431,25.111704,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323584500,7323584504,UA73020150020085903,
Verkhnii Yalovets,Верхній Яловець,Верхний Яловец,UA7302015003,Seliatynska,Селятинська,Селятинская,UA7302015,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.1447315,47.819438,25.117044,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323584500,7323584505,UA73020150030090854,
Halytsivka,Галицівка,Галицивка,UA7302015004,Seliatynska,Селятинська,Селятинская,UA7302015,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.05368168,47.891721,25.217239,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323584500,7323584502,UA73020150040086276,
Lustun,Лустун,Лустун,UA7302015005,Seliatynska,Селятинська,Селятинская,UA7302015,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.10216425,47.918005,25.188591,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323584500,7323584506,UA73020150050089198,
Nyzhnii Yalovets,Нижній Яловець,Нижний Яловец,UA7302015006,Seliatynska,Селятинська,Селятинская,UA7302015,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,1.43728895,47.855392,25.000454,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323584500,7323584507,UA73020150060060200,
Ploska,Плоска,Плоская,UA7302015007,Seliatynska,Селятинська,Селятинская,UA7302015,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.44421151,47.906221,25.131185,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323584500,7323584508,UA73020150070039781,
Ruska,Руська,Русская,UA7302015008,Seliatynska,Селятинська,Селятинская,UA7302015,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.15616386,47.912653,25.253720,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323584500,7323584503,UA73020150080092287,
Sarata,Сарата,Сарата,UA7302015009,Seliatynska,Селятинська,Селятинская,UA7302015,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.21232889,47.739122,25.000753,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323584500,7323584509,UA73020150090012506,
Shepit,Шепіт,Шепот,UA7302015010,Seliatynska,Селятинська,Селятинская,UA7302015,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.64647227,47.799171,25.153167,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323584500,7323584510,UA73020150100021548,
Ust-Putyla,Усть-Путила,Усть-Путила,UA7302017001,Ust-Putylska,Усть-Путильська,Усть-Путильская,UA7302017,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,1.61385412,48.110891,25.044364,,,,Y,42100000,Urban-type settlement,Селища міського типу (СМТ),7323585500,7323585501,UA73020170010086116,
Byskiv,Бисків,Бисков,UA7302017002,Ust-Putylska,Усть-Путильська,Усть-Путильская,UA7302017,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.03664324,48.113688,25.115824,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323585500,7323585504,UA73020170020037370,
Biskiv,Бісків,Бисков,UA7302017003,Ust-Putylska,Усть-Путильська,Усть-Путильская,UA7302017,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.32056959,48.085197,25.113788,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323585500,7323585502,UA73020170030077048,
Marynychi,Мариничі,Мариничи,UA7302017004,Ust-Putylska,Усть-Путильська,Усть-Путильская,UA7302017,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,2.05175455,48.127640,25.050295,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323585500,7323585505,UA73020170040097243,
Mizhbrody,Міжброди,Межброды,UA7302017005,Ust-Putylska,Усть-Путильська,Усть-Путильская,UA7302017,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,1.4860796,48.224027,25.122855,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323585500,7323583502,UA73020170050067184,
Okolena,Околена,Околена,UA7302017006,Ust-Putylska,Усть-Путильська,Усть-Путильская,UA7302017,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.55194887,48.158936,25.093554,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323585500,7323584002,UA73020170060017624,
Petrashi,Петраші,Петраши,UA7302017007,Ust-Putylska,Усть-Путильська,Усть-Путильская,UA7302017,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,1.55870581,48.136085,25.075883,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323585500,7323585506,UA73020170070060760,
Pidzakharychi,Підзахаричі,Подзахарычи,UA7302017008,Ust-Putylska,Усть-Путильська,Усть-Путильская,UA7302017,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,1.19543216,48.207495,25.128484,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323585500,7323583501,UA73020170080071558,
Roztoky,Розтоки,Ростоки,UA7302017009,Ust-Putylska,Усть-Путильська,Усть-Путильская,UA7302017,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,2.08596084,48.178028,25.092635,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323585500,7323584001,UA73020170090047392,
Tovarnytsia,Товарниця,Товарница,UA7302017010,Ust-Putylska,Усть-Путильська,Усть-Путильская,UA7302017,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.06847804,48.136672,25.157859,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323585500,7323584003,UA73020170100045110,
Khorovy,Хорови,Хоровы,UA7302017011,Ust-Putylska,Усть-Путильська,Усть-Путильская,UA7302017,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.66210219,48.184905,25.144351,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323585500,7323583503,UA73020170110062340,
Shpetky,Шпетки,Шпетки,UA7302017012,Ust-Putylska,Усть-Путильська,Усть-Путильская,UA7302017,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.47791768,48.109123,25.020306,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323585500,7323585503,UA73020170120060425,
Yamy,Ями,Ямы,UA7302017013,Ust-Putylska,Усть-Путильська,Усть-Путильская,UA7302017,Vyzhnytskyi,Вижницький,Вижницкий,UA7302,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.3857172,48.172381,25.125981,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7323585500,7323584004,UA73020170130075385,
Vashkivtsi,Вашківці,Вашковцы,UA7304001001,Vashkovetska,Вашковецька,Вашковецкая,UA7304001,Dnistrovskyi,Дністровський,Днестровский,UA7304,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,5.62360509,48.408743,27.129099,,,,Y,42100000,Urban-type settlement,Селища міського типу (СМТ),7324082000,7324082001,UA73040010010074562,
Nova Sloboda,Нова Слобода,Новая Слобода,UA7304001002,Vashkovetska,Вашковецька,Вашковецкая,UA7304001,Dnistrovskyi,Дністровський,Днестровский,UA7304,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.31637031,48.394245,27.182891,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7324082000,7324082002,UA73040010020091935,
Strumok,Струмок,Струмок,UA7304001003,Vashkovetska,Вашковецька,Вашковецкая,UA7304001,Dnistrovskyi,Дністровський,Днестровский,UA7304,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.31362439,48.473681,27.153220,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7324082000,7324082003,UA73040010030095005,
Shyshkivtsi,Шишківці,Шишковцы,UA7304001004,Vashkovetska,Вашковецька,Вашковецкая,UA7304001,Dnistrovskyi,Дністровський,Днестровский,UA7304,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,1.30874468,48.442621,27.149842,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7324082000,7324082004,UA73040010040076875,
Kelmentsi,Кельменці,Кельменцы,UA7304003001,Kelmenetska,Кельменецька,Кельменецкая,UA7304003,Dnistrovskyi,Дністровський,Днестровский,UA7304,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,6.24607515,48.465187,26.829910,,,Y,Y,41200000,Rural settlement,Сільські населені пункти (СНП),7322055100,7322055100,UA73040030010052462,
Babyn,Бабин,Бабин,UA7304003002,Kelmenetska,Кельменецька,Кельменецкая,UA7304003,Dnistrovskyi,Дністровський,Днестровский,UA7304,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,3.90166049,48.525170,26.858018,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7322055100,7322080401,UA73040030020044061,
Bernove,Бернове,Берново,UA7304003003,Kelmenetska,Кельменецька,Кельменецкая,UA7304003,Dnistrovskyi,Дністровський,Днестровский,UA7304,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,1.74331061,48.495482,26.636534,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7322055100,7322080801,UA73040030030059169,
Brailivka,Браїлівка,Браиловка,UA7304003004,Kelmenetska,Кельменецька,Кельменецкая,UA7304003,Dnistrovskyi,Дністровський,Днестровский,UA7304,Chernivetska,Чернівецька,Черновицкая,UA73,Ukraine,Україна,Украина,UA,0.31355458,48.387030,26.906844,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),7322055100,7322086802,UA73040030040021274,
